Unnamed: 0,Unnamed: 0.1,Date,TweetURL,User,Source,Location,Tweet,Likes_Count,Retweet_Count,Quote_Count,Reply_Count,compoundVader,compoundTextBlob,compoundChatGPT
110,110,2022-09-14 07:02:12+00:00,https://twitter.com/TheTradingEngin/status/1569944588609097729,TheTradingEngin,Twitter for Android,Paris,ethereum gave a long-term bullish signal with the hash ribbon. it normally means that miners have capitulated. eth ,1,0,0,1,0.0,"Sentiment(polarity=0.15, subjectivity=0.6499999999999999)",0.7
503,503,2022-09-10 20:00:03+00:00,https://twitter.com/CryptoMarketInd/status/1568690787860336641,CryptoMarketInd,CryptoMarketIndex,Global,"the eth sentiment for sep 10, 2022 @ 16:00 edt is  62% bullish   bullmarket    eth cryptomarket cryptonews",0,0,0,0,0.0,"Sentiment(polarity=0.0, subjectivity=0.0)",0.62
504,504,2022-09-10 19:42:14+00:00,https://twitter.com/KrispNaztyFarms/status/1568686304627662848,KrispNaztyFarms,Twitter for Android,"Fort Smith, AR",  _ai  $eth $wpt eth bullish for the people by the people!,0,0,0,0,0.0,"Sentiment(polarity=0.0, subjectivity=0.0)",0.8
501,501,2022-09-10 20:22:02+00:00,https://twitter.com/DeFiHedgehog/status/1568696320747241472,DeFiHedgehog,dlvr.it,Foraging alpha nuggets🌟,"next cryptocurrency to explode in 2022: ethereum (eth), binance coin (bnb), and  (crno) - analytics insight  ethereum eth",0,0,0,1,0.0,"Sentiment(polarity=0.0, subjectivity=0.0)",0.5
1,1,2022-09-14 23:50:48+00:00,https://twitter.com/_concreteclouds/status/1570198411282096131,_concreteclouds,Twitter for iPhone,An Eye Roll Into Brain,a n n o u n c e m e n t:   bullish bionic beast   we merge.  into a bullish bionic beast... to swag into the bull merge boom.  1 of 11  now available for  0.002    _io  art by @_concreteclouds  cryptoart nft cryptoartist eth themerge ,19,13,0,2,0.0,"Sentiment(polarity=0.4, subjectivity=0.4)",0.8
119,119,2022-09-14 04:00:02+00:00,https://twitter.com/CryptoMarketInd/status/1569898745642246147,CryptoMarketInd,CryptoMarketIndex,Global,"the eth sentiment for sep 14, 2022 @ 00:00 edt is  80% bearish   bearmarket    eth cryptomarket cryptonews",0,0,0,0,0.0,"Sentiment(polarity=0.0, subjectivity=0.0)",-0.8
496,496,2022-09-10 21:58:46+00:00,https://twitter.com/AaronRDay/status/1568720663984103425,AaronRDay,Twitter for iPad,"Free State Project, NH",". ravencoin just had its first halving earlier this year. now, ethereum miners are migrating as eth moves to proof-of-stake. all of this with the broader trends towards decentralization and the tokenization of everything.   bullish.   rvn $rvn  ",21,5,0,1,0.0,"Sentiment(polarity=0.125, subjectivity=0.41666666666666663)",0.7
123,123,2022-09-14 03:32:45+00:00,https://twitter.com/bitcoinagile/status/1569891879667519490,bitcoinagile,bitcoinagile,Matter Doesn't Matter,ethusd potential for bullish trend  14th sept 2022 for coinbase:ethusd by desmondlzw eth $eth  ,0,0,0,0,0.0,"Sentiment(polarity=0.0, subjectivity=1.0)",0.7
498,498,2022-09-10 21:24:35+00:00,https://twitter.com/Neuro__Invest/status/1568712062368649216,Neuro__Invest,Twitter Web App,"Vancouver, British Columbia",eth options update:  options exceptionally bullish moving into next weeks big merge event   a large buy side demand for eth call options expiring by sept 30 pushes the volatility smile into a state of extreme bullish bias  some willing to pay a fat premium for long exposure ,3,0,1,0,-0.0202,"Sentiment(polarity=0.15699404761904762, subjectivity=0.4723214285714286)",0.8
998,998,2022-09-06 18:17:19+00:00,https://twitter.com/drdooming/status/1567215384063021056,drdooming,Twitter for iPhone,,eth is preventing cryptos from crashing,1,0,0,0,-0.0258,"Sentiment(polarity=0.0, subjectivity=0.0)",0.5
948,948,2022-09-07 05:58:37+00:00,https://twitter.com/DiamondCryptoo/status/1567391870959104001,DiamondCryptoo,Twitter for Android,,called it right before the crash   eth $eth ,0,0,0,0,-0.0258,"Sentiment(polarity=0.2857142857142857, subjectivity=0.5357142857142857)",0.2
806,806,2022-09-08 09:48:12+00:00,https://twitter.com/MicroChainsCbtc/status/1567812035697848321,MicroChainsCbtc,Twitter Web App,Cardano world,gmseptember is a special month for crypto.  ethereummerge cardanovasil and eos evm will happen in the coming days.    microchains has been building hard for these major upgrades.   will the bull wake up?  bullish  mcg eth ethereum cardano cardanovasil22ndsept,12,4,0,2,-0.046,"Sentiment(polarity=0.04265873015873015, subjectivity=0.5376984126984127)",0.8
907,907,2022-09-07 15:03:07+00:00,https://twitter.com/Alex_ADEdge/status/1567528900984721411,Alex_ADEdge,Twitter Web App,"1 AU, South Australia",buy eth monday -&gt; market crash wednesday  ,0,0,0,0,-0.0516,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0
67,67,2022-09-14 15:59:21+00:00,https://twitter.com/loops_589_time/status/1570079767587885056,loops_589_time,Twitter for iPhone,,im predicting the eth merge has a hang up and freezes all fiat on/off ramps. then xrp go up and markets crash. ice-9  perfect timing with riddler warnings and court case rulings. _,189,15,5,17,-0.0772,"Sentiment(polarity=1.0, subjectivity=1.0)",-0.5
388,388,2022-09-12 01:48:09+00:00,https://twitter.com/cyberspace2140/status/1569140779880251393,cyberspace2140,Twitter for Android,BlockchainCity,eth ethereum may pullback to $1680 - $1640 for support at 3d / wkly 10ma or 20ma. worse case scenario lowest support to maintain bullish momentum is 8h 50ma &amp; 200ma at $1590 approx. nfa trading altcoins altcoin cryptos crypto markets ,0,0,0,4,-0.0772,"Sentiment(polarity=-0.4, subjectivity=0.6)",0.25
904,904,2022-09-07 15:49:09+00:00,https://twitter.com/tonymoontanaeth/status/1567540485312348167,tonymoontanaeth,Twitter for iPhone,,"the whole market is  while  over here just chilling. firesquad is a family, we really built different most projects! doxxed team, first project went to 50m mc, very bullish community that is heavily connected plus the chart speaks for itself.  eth ",31,20,1,17,-0.1007,"Sentiment(polarity=0.09687500000000002, subjectivity=0.4666666666666667)",0.7
54,54,2022-09-14 17:17:45+00:00,https://twitter.com/Temple_Crypto/status/1570099495773376514,Temple_Crypto,Twitter Web App,Switzerland ,"eth guys, sorry, i was distracted by other crypto business!   on the eve of tomorrow's merge, i noticed a bearish structure on ethereum and opened a short position. moreover, the price is currently fixed below the mirror level. ",3,0,1,4,-0.1007,"Sentiment(polarity=-0.1390625, subjectivity=0.46875)",-0.7
871,871,2022-09-07 21:00:56+00:00,https://twitter.com/Ozzi_S7/status/1567618947817828358,Ozzi_S7,Twitter Web App,,eth looks very bullish.  if price holds sep 6 low (stops?) a clear path towards $10k can now be seen.  lfg!  ,2,0,0,0,-0.1007,"Sentiment(polarity=0.10833333333333335, subjectivity=0.3277777777777778)",0.8
616,616,2022-09-09 15:27:04+00:00,https://twitter.com/crypto_vantage/status/1568259701665853440,crypto_vantage,Twitter Web App,USA,large eth whales have moved around 11% of their holdings from cold wallets onto centralized crypto exchanges.  most likely a sign that these whales are getting ready to dump their holdings.   does anyone know if themerge is going to be bullish or bearish?   let us know!,3,0,0,0,-0.1007,"Sentiment(polarity=0.07285714285714287, subjectivity=0.6857142857142857)",-0.5
10,10,2022-09-14 21:52:13+00:00,https://twitter.com/cyberspace2140/status/1570168566342639617,cyberspace2140,Twitter for Android,BlockchainCity,eth ethereum  4h 10ma &amp; 100ma is resistance to keep an eye on for directional bias. ie 4h close above = bullish.  4h close below = bearish. nfa dyor trading trade ethmerge ethmerger ,0,0,0,1,-0.1027,"Sentiment(polarity=0.0, subjectivity=0.1)",0.2
690,690,2022-09-08 19:35:47+00:00,https://twitter.com/bitcoinagile/status/1567959906535325696,bitcoinagile,bitcoinagile,Matter Doesn't Matter,indecision but bearish for bittrex:ethusd by ncard137 eth $eth  ,0,0,0,0,-0.1027,"Sentiment(polarity=0.0, subjectivity=0.0)",-0.5
169,169,2022-09-13 19:16:41+00:00,https://twitter.com/_TheBlockchain/status/1569767040222732290,_TheBlockchain,Twitter for iPhone,,looks like majority is bearish for the eth merge.  would be awkward if we would shoot up  ,0,0,0,0,-0.128,"Sentiment(polarity=-0.6, subjectivity=1.0)",-0.5
632,632,2022-09-09 11:41:25+00:00,https://twitter.com/WiseAnalyze/status/1568202914186895361,WiseAnalyze,Twitter Web App,,ethereum pumped above august vwap. next target is developing quarter vwap at ~1780. yet unclear if $eth will make it on this impulse. last unbroken high at 1722 - if cross above next target will be inevitable. but even in case of eth pullback this chart remains bullish. ,19,3,0,5,-0.128,"Sentiment(polarity=0.02, subjectivity=0.22583333333333333)",0.7
979,979,2022-09-06 23:16:04+00:00,https://twitter.com/AndrewGriUK/status/1567290566244704256,AndrewGriUK,Andrew Signals,"Birmingham, England",eth no confirmation yet but its looking quite bullish **  ethbtc ,4,0,0,0,-0.1531,"Sentiment(polarity=0.0, subjectivity=0.0)",0.7
976,976,2022-09-06 23:40:04+00:00,https://twitter.com/AndrewGriUK/status/1567296607690817536,AndrewGriUK,Andrew Signals,"Birmingham, England",eth no confirmation yet but its looking quite bullish **  ethbtc ,1,1,0,0,-0.1531,"Sentiment(polarity=0.0, subjectivity=0.0)",0.7
88,88,2022-09-14 12:34:46+00:00,https://twitter.com/danuscha_93/status/1570028281570656257,danuscha_93,Twitter Web App,," hey skull,   guess who is bullish on $sandren and its new tokenomics? the $cliff dev himself was on vc for 2 hours yesterday vouching for it   you know how these unique tokens run hard like $cliff, $pyro and $spiral?   ive been warning everyone since 20k   $eth eth $hoichi",10,2,0,5,-0.168,"Sentiment(polarity=0.07323232323232322, subjectivity=0.6654040404040403)",0.5
59,59,2022-09-14 16:49:20+00:00,https://twitter.com/BlessingWinner3/status/1570092345491886080,BlessingWinner3,Twitter Web App,, this is bloody!! hoping for bullish days.unidef eth,11,2,0,0,-0.1739,"Sentiment(polarity=-1.0, subjectivity=0.9)",0.5
394,394,2022-09-11 22:30:39+00:00,https://twitter.com/ILoveGlenPower/status/1569091074299240456,ILoveGlenPower,Twitter Web App,World,"$vlx is bullish as it gets  dpos for insane speeds, 75k tps and that number will grow significantly in the future  fastest evm chain out there to compete with eth 2.0  dyor on it , there are a loooot of articles about it  their ecosystem is growing rapidly",1,0,0,0,-0.1779,"Sentiment(polarity=-0.20833333333333334, subjectivity=0.6666666666666666)",0.8
414,414,2022-09-11 19:14:29+00:00,https://twitter.com/MrPoorTrader/status/1569041707743969280,MrPoorTrader,Twitter Web App,,a possible reversal is coming for eth as it fails to create another hh in the 1hr tf. as it goes sideways with a possibility of breaking our trendline may cause a bearish movement taking my entry around 1647 on $eth  ethereum themerge ,0,0,0,0,-0.1779,"Sentiment(polarity=-0.25, subjectivity=0.65)",0.2
416,416,2022-09-11 18:46:10+00:00,https://twitter.com/ibrahimcandas1/status/1569034584557506562,ibrahimcandas1,Twitter Web App,"Istanbul,Türkiye",now or never last chance before new bullish season ens ensdomains eth domainsforsale ,1,0,0,0,-0.1877,"Sentiment(polarity=0.06818181818181818, subjectivity=0.2606060606060606)",0.5
30,30,2022-09-14 19:49:48+00:00,https://twitter.com/maxime_ctrr/status/1570137759393669123,maxime_ctrr,Twitter Web App,📝 Free TA Ebook ➡️,"are you all ready for the merge tomorrow? do you think there will be a problem, a big crash of pos like pow?  themerge eth ethereum",4,0,0,4,-0.1926,"Sentiment(polarity=0.1, subjectivity=0.3)",0.25
535,535,2022-09-10 12:02:36+00:00,https://twitter.com/cryptocyco_s/status/1568570635990798336,cryptocyco_s,Twitter for Android,,"also with eth we have a daily bullish vector which we haven't seen in a long time, so i wouldn't be surprised if we ended up at 2100/2200 becareful shorting and longing, my plan is once/if we get a fast move down, i will be looking to open a long...",0,0,0,0,-0.194,"Sentiment(polarity=0.006349206349206345, subjectivity=0.4412698412698412)",0.7
608,608,2022-09-09 16:08:31+00:00,https://twitter.com/1_vizzy/status/1568270135244505089,1_vizzy,Twitter Web App,,bearish div on eth within the this channel. wouldn't be surprise for a retracement... ethereum cryptocurrency trading analytics ,0,0,0,2,-0.2057,"Sentiment(polarity=0.0, subjectivity=0.0)",-0.5
439,439,2022-09-11 13:50:33+00:00,https://twitter.com/UniLendLegion/status/1568960187746373637,UniLendLegion,Twitter for iPhone,,making your weekend more bullish   $uft in top gainers on     buy now before its too late  wazirx binance binanceblockchainweek tothemoon bscgemsalert bscgemsalert web3  blockchains cryptocurrency crypto ethereum eth polygon altcoins ,7,2,2,6,-0.2075,"Sentiment(polarity=0.5, subjectivity=0.5)",0.7
570,570,2022-09-10 00:07:57+00:00,https://twitter.com/JerryBlackburnn/status/1568390787280379905,JerryBlackburnn,Twitter for iPhone,,"just bought my 59th   genesis pass! met the team at veecon these guys left everything for this project , no way they are stopping here! sitting at .003 eth right now thank me later , reveal in an hour  palehorse sote nft eth bullish",6,2,0,0,-0.2225,"Sentiment(polarity=0.09523809523809523, subjectivity=0.17857142857142858)",0.8
103,103,2022-09-14 09:22:30+00:00,https://twitter.com/safineth/status/1569979894456635392,safineth,Twitter for Android,Earth ,"5,000 blocks left to be mined until ethereum merges to proof-of-stake.  i'm bullish on eth ",14,5,0,3,-0.2263,"Sentiment(polarity=0.0, subjectivity=0.0)",0.8
182,182,2022-09-13 16:45:01+00:00,https://twitter.com/MilaPlayporn/status/1569728871209074703,MilaPlayporn,milaplayporn,,"rocky road lies ahead, but heres 5 altcoins that still look bullish eth blockchain ripple news ",0,0,0,1,-0.2263,"Sentiment(polarity=0.0, subjectivity=0.0)",0.5
987,987,2022-09-06 20:47:29+00:00,https://twitter.com/TheSOLdiersNFT/status/1567253172325941260,TheSOLdiersNFT,Twitter for iPhone,,the nft gaming space is going to explode once aaa games are made with blockchain technology  imagine a bethesda open world game where you can find rare and limited loot that can be used to trade for crypto or something of equal.   nfts nftgame solananfts eth alpha nftart,9,0,0,4,-0.2263,"Sentiment(polarity=-0.034285714285714294, subjectivity=0.4385714285714286)",0.5
301,301,2022-09-12 19:34:41+00:00,https://twitter.com/Cryptik19/status/1569409179135213570,Cryptik19,Twitter for Android,, thats 13 million eth locked away and off the market. also the merge means less selling pressure from miners. extremely bullish for eth price action post merge.,2,0,0,0,-0.2315,"Sentiment(polarity=-0.06388888888888887, subjectivity=0.3888888888888889)",1.0
878,878,2022-09-07 19:50:50+00:00,https://twitter.com/DerShrink/status/1567601304360427520,DerShrink,Twitter for Android,Decentralized,"_hour51 i'll share my gem:  $kazu  higher lows since 1 month,fat lp,250k mcap,strong holders,dapp and usdc staking soon,new dao protocol,daily alphas 1000xgems pob erc20 kazumi hiddengem eth governance altcoin  bullish interview here: ",7,2,0,1,-0.25,"Sentiment(polarity=0.25, subjectivity=0.5)",0.7
917,917,2022-09-07 13:55:31+00:00,https://twitter.com/Dimi_h/status/1567511888107376641,Dimi_h,Twitter Web App,Belgium, the ethmerge is reason to be bullish.  even the most fervent eth -hater understands that this event will cause an upward tick in value for ethereum.   .... this despite it being one step closer to being an even more centralized mess.,2,0,0,0,-0.2614,"Sentiment(polarity=0.27499999999999997, subjectivity=0.39166666666666666)",0.75
542,542,2022-09-10 10:15:10+00:00,https://twitter.com/TraderRob10/status/1568543599461015552,TraderRob10,Twitter Web App,,"gm fam!   quick weekend analysis. i have posted here my ta on the daily time-frame and we can be very bullish on a number of tokens.   however, today, with low liquidity in markets i am expecting a small pullback in eth to around 1690$  enjoytheweekend tradesafe ",1,0,0,0,-0.2714,"Sentiment(polarity=0.056666666666666664, subjectivity=0.3)",0.4
