,Date,TweetURL,User,Source,Location,Tweet,Likes_Count,Retweet_Count,Quote_Count,Reply_Count,compoundVader,compoundTextBlob
10,2023-02-28 23:48:48+00:00,https://twitter.com/AlwaysStocks/status/1630716682212614147,AlwaysStocks,Twitter Web App,moon,"@ShortinTheDevil If the stock market would crash,.. it will be this week,. risky assets like #Bitcoin will have some damage,..",1,0,0,0,-0.5423,"Sentiment(polarity=0.0, subjectivity=0.0)"
11,2023-02-28 23:42:55+00:00,https://twitter.com/Bryan41956856/status/1630715198817402880,Bryan41956856,Twitter Web App,,"IDO date28TH  Initial Market Cap 76K
@ AIPADTECH 

#AipadTweet #ai #fet #aipad #launchpad #bullish #artificialintelligence #agix #chatgpt https://t.co/244yOSOYyH",1,0,0,0,0.0,"Sentiment(polarity=0.0, subjectivity=0.0)"
12,2023-02-28 23:38:35+00:00,https://twitter.com/Undefiable_/status/1630714108499599360,Undefiable_,Twitter Web App,,"Will $BTC Monthly close bullish or bearish?
#BTC #Crypto",0,0,0,0,0.0,"Sentiment(polarity=0.0, subjectivity=0.0)"
13,2023-02-28 23:36:16+00:00,https://twitter.com/Mouradb07/status/1630713527827681281,Mouradb07,Twitter for Android,FRANCE,"#AipadTweet #ai #aipad #launchpad #bullish
@AIPADTECH https://t.co/0WKqqyQvfn",0,0,0,0,0.0,"Sentiment(polarity=0.0, subjectivity=0.0)"
14,2023-02-28 23:35:02+00:00,https://twitter.com/callebkristov/status/1630713214945075201,callebkristov,Twitter for iPhone,England,"@QANplatform, pulled up a massive partnership today, and it far exceeded my expectations. Let me know what you guys think about this but IMO it’s bullish 🚀🚀🚀
#Crypto #QanEra #Blockchain #Formula1 #Cars #Racing https://t.co/Ei8GnlKv0H",0,0,0,0,0.0,"Sentiment(polarity=0.05, subjectivity=1.0)"
15,2023-02-28 23:34:40+00:00,https://twitter.com/wontgetrekt/status/1630713123928784901,wontgetrekt,Twitter for iPhone,,@SnoopMinerETH @senderosaints @EricCryptoman #bullish I’m in.  #LFG,9,4,0,0,0.0,"Sentiment(polarity=0.0, subjectivity=0.0)"
16,2023-02-28 23:33:34+00:00,https://twitter.com/Feras_Seef/status/1630712846664310789,Feras_Seef,Twitter Web App,محافظة عمان,@AIPADTECH @BlueZillaVc @MetaVPad @ethpadofficial @gamezone_app #ai #aipad #launchpad #bullish  👌🫶,0,0,0,1,0.4466,"Sentiment(polarity=0.0, subjectivity=0.0)"
17,2023-02-28 23:31:57+00:00,https://twitter.com/Feras_Seef/status/1630712439544115201,Feras_Seef,Twitter Web App,محافظة عمان,@AIPADTECH #ai #aipad #launchpad #bullish  ⬆️⬆️⬆️↗️,0,0,0,0,0.0,"Sentiment(polarity=0.0, subjectivity=0.0)"
18,2023-02-28 23:29:43+00:00,https://twitter.com/yvfcYwXMJKkLTHN/status/1630711878237437953,yvfcYwXMJKkLTHN,Twitter for Android,中华人民共和国杭州,"Bill Miller holds the Wall Street record of investing and beating the S&amp;P 500 for 15 years straight. 

Now he’s bullish on #bitcoin 

 https://t.co/orKdDgCd2j",0,0,0,0,-0.2732,"Sentiment(polarity=0.2, subjectivity=0.4)"
19,2023-02-28 23:28:46+00:00,https://twitter.com/365cryptonews/status/1630711640625758210,365cryptonews,Make (formerly Integromat),Dystopia,"🟩 TRENDING NEWS
Sentiment: Bullish
Asset: BTC

Salvadoran Bitcoin Education Program Is Launching A New Curriculum In English

https://t.co/ex2hRvm3DE

$BTC #BTC @bitcoin #bitcoin",0,0,0,0,0.3612,"Sentiment(polarity=0.06818181818181818, subjectivity=0.22727272727272727)"
20,2023-02-28 23:27:59+00:00,https://twitter.com/ImAlwaysRekt/status/1630711442159845376,ImAlwaysRekt,Twitter for Android,#memecoin GEMS ▶️,#Bullish on @DOBITRUM  on the #Arbitrum network. https://t.co/OpKpnLVnrs #dobitrum #1000xgem #Crypto,5,0,0,0,0.0,"Sentiment(polarity=0.0, subjectivity=0.0)"
21,2023-02-28 23:25:36+00:00,https://twitter.com/brent_vossler/status/1630710841531326464,brent_vossler,Twitter for iPhone,,Ouch… bearish doji star on the $BTC monthly close. Will pause trading for a while and just accumulate spot if we head down to #goblintown. My optimism and hope for #bitcoin prohibits me from shorting. I’m just not good at holding a short open 😂,0,0,0,0,0.7842,"Sentiment(polarity=-0.12638888888888888, subjectivity=0.4222222222222223)"
22,2023-02-28 23:23:55+00:00,https://twitter.com/DoBetterMining/status/1630710417835081729,DoBetterMining,Twitter for iPhone,,Metamask x Unity 🚀🔥 = super bullish! Metamask is gaining mass adoption! Unity has 2.8 billion users in their gaming community which will be onboarded to the crypto space! #metamask #crypto #gaming #esports #unitygames #metaverse https://t.co/jveLOPyy0S,1,0,0,0,0.7332,"Sentiment(polarity=0.6510416666666665, subjectivity=0.6666666666666666)"
23,2023-02-28 23:23:49+00:00,https://twitter.com/moestradamos/status/1630710393873072129,moestradamos,Twitter Web App,Uranus ,"#BTC 1H trade setup 

Im  bullish on #Bitcoin overall. You won't been seeing any short trades anytime soon. https://t.co/CKUGv3TNAs",2,1,0,2,0.0,"Sentiment(polarity=0.0, subjectivity=0.15)"
24,2023-02-28 23:23:43+00:00,https://twitter.com/Mouradb07/status/1630710366794653696,Mouradb07,Twitter for Android,FRANCE,"#AipadTweet #ai #aipad #launchpad #bullish

@AIPADTECH https://t.co/JfixllY7c3",1,0,0,0,0.0,"Sentiment(polarity=0.0, subjectivity=0.0)"
25,2023-02-28 23:22:25+00:00,https://twitter.com/SnoopMinerETH/status/1630710042801389569,SnoopMinerETH,Twitter for iPhone,,@KingdomERC @DcentralCon Woah!  This is #bullish!  #LFG!!! $KNDM,5,1,0,0,0.0,"Sentiment(polarity=0.0, subjectivity=0.0)"
26,2023-02-28 23:21:40+00:00,https://twitter.com/Crypt0varg/status/1630709853135175682,Crypt0varg,Twitter for iPhone,"Perth, Western Australia","$SAITA 002335 (-1.8%) 104.4m MC
$SRLTY 0007935 (-8.7%) 24.1m MC
#nfa #dyor #dca #bullish #fomo #dextools #saitama #saitamatoken #saitapro #saitaswap #saitacard #saitalogistics #saitachain #saitarealty #saitacity #fangart #crypto #trading #defi #saitamawolfpack #saitamacommunity https://t.co/BLJ2zPDQvu",12,4,0,0,0.0,"Sentiment(polarity=0.0, subjectivity=0.0)"
27,2023-02-28 23:20:20+00:00,https://twitter.com/CatvillsXQuack/status/1630709515414028288,CatvillsXQuack,Twitter for Android,United States,"Tuesday, 28/02/2023 🏷️

I would be look at #RichQUACK for a 100x this year, it's looking quite bullish! 🔥🚀

°•°
🫧🌋 #BTC #QUACK #CatvillsCoin 🌋🫧 https://t.co/yW9iF5h6Zl",5,5,0,3,-0.4534,"Sentiment(polarity=0.0, subjectivity=0.0)"
28,2023-02-28 23:18:19+00:00,https://twitter.com/Mouradb07/status/1630709010901893122,Mouradb07,Twitter for Android,FRANCE,@AIPADTECH #ai #aipad #launchpad #bullish,0,0,0,0,0.0,"Sentiment(polarity=0.0, subjectivity=0.0)"
29,2023-02-28 23:18:17+00:00,https://twitter.com/irishchink/status/1630709001808666625,irishchink,Twitter for Android,,BTC: can anyone see this hidden bullish divergence besides me in #BTC ??? https://t.co/PxmzppqJ28,3,0,0,2,0.0,"Sentiment(polarity=-0.16666666666666666, subjectivity=0.3333333333333333)"
30,2023-02-28 23:17:53+00:00,https://twitter.com/BlueMoonTrades/status/1630708898058362883,BlueMoonTrades,Twitter for iPhone,United States,"Such a bad closing today

Feeling #Bearish about tomorrow. Not just because the #Futures are red but lot of other signals are also flashing for a bearish day(s) ahead

$SPY $QQQ $IWM $DIA $VIX

#Futures as of now 👇 https://t.co/ZZLBlA6HQ7",14,1,0,8,-0.25,"Sentiment(polarity=-0.20624999999999996, subjectivity=0.38541666666666663)"
31,2023-02-28 23:17:42+00:00,https://twitter.com/sUbMCRT/status/1630708852105822208,sUbMCRT,Twitter for Android,Republic of the Philippines,"got it 3rd MVP today thank you team 💯 🔥 💪 let's gooooo!
@MagicCraftGame #PlayToEarn #BULLISH #MagicCraftBeta #MCRT #MCRTwin #P2EGame https://t.co/1m30RH7KyR",3,0,0,0,0.1007,"Sentiment(polarity=0.0, subjectivity=0.0)"
32,2023-02-28 23:17:33+00:00,https://twitter.com/Mouradb07/status/1630708816219176967,Mouradb07,Twitter for Android,FRANCE,@kucoincom @AIPADTECH #ai #aipad #launchpad #bullish,0,0,0,0,0.0,"Sentiment(polarity=0.0, subjectivity=0.0)"
33,2023-02-28 23:17:04+00:00,https://twitter.com/Mouradb07/status/1630708695700062209,Mouradb07,Twitter for Android,FRANCE,@AIPADTECH @kucoincom #ai #aipad #launchpad #bullish,0,0,0,0,0.0,"Sentiment(polarity=0.0, subjectivity=0.0)"
34,2023-02-28 23:16:33+00:00,https://twitter.com/Bryan41956856/status/1630708563315138560,Bryan41956856,Twitter Web App,,"$AIpad listing on Kucoin  100x soon
DO Date 28th
@ AIPADTECH 
#AipadTweet #ai #aipad #launchpad #bullish 
#100x https://t.co/9S3mN0oKj9",0,0,0,0,0.0,"Sentiment(polarity=0.0, subjectivity=0.0)"
35,2023-02-28 23:16:32+00:00,https://twitter.com/Feras_Seef/status/1630708560798547968,Feras_Seef,Twitter Web App,محافظة عمان,@AIPADTECH @BSCPad @gamezone_app @MetaVPad @ethpadofficial #ai #aipad #launchpad #bullish  🔥,0,0,0,0,-0.34,"Sentiment(polarity=0.0, subjectivity=0.0)"
36,2023-02-28 23:16:26+00:00,https://twitter.com/LukeCantCrypto/status/1630708536719310849,LukeCantCrypto,Twitter for iPhone,"Western Australia, Australia","#Bullish on @Kirin_Kingdom 
They are true builders, been around forever and are still delivering! 
Just released their own verify bot, and it’s 100x quicker and easier to use than others! Don’t fade y’all 🫡 https://t.co/HLNgnWopBo",19,9,0,2,0.7339,"Sentiment(polarity=0.59375, subjectivity=0.825)"
37,2023-02-28 23:15:02+00:00,https://twitter.com/tntcol/status/1630708183504134145,tntcol,Twitter for Android,Colombia,Al finalizar la jornada en #Bearish 🔴. Oportunidades de bajos tics de 30🔴 22🟢43🟢103 🔴#PlayBook #MarketReplay #SPY #SP500 #MESH2023 https://t.co/DDQHKYM03A,0,0,0,0,0.0,"Sentiment(polarity=0.0, subjectivity=0.0)"
38,2023-02-28 23:14:56+00:00,https://twitter.com/NimbleCrypto/status/1630708158200184832,NimbleCrypto,Twitter for iPad,,"#BTC is closing weak into the 1M. Expansion on 2H + 4H BBWP, while 4H stochastic volatility is on the rise as stoch continues to fall. 4H MACD could be heading for bullish divergence crossover. 6H + 12H RSI under 50 with BBWP contraction.

More below👇🏻 https://t.co/vGfbHNhhTT",2,0,0,1,-0.4404,"Sentiment(polarity=0.0625, subjectivity=0.5625)"
39,2023-02-28 23:14:25+00:00,https://twitter.com/AbhipraGroup/status/1630708029099241473,AbhipraGroup,Abhipra Market Updates,"Delhi, India","#HindustanUnilever $HINDUNILVR Daily Chart
#SuperTrend suggests #Bearish trend
#Resistance level at 2518.37
#SmoothedHeikenAshi suggests #Bearish trend
Relative Strength Index (#RSI) in #Oversold zone
Open account at https://t.co/giz54B8Som and start #investing in #StockMarket https://t.co/lDUQHusNKf",0,0,0,0,0.4939,"Sentiment(polarity=0.0, subjectivity=0.16666666666666666)"
40,2023-02-28 23:11:52+00:00,https://twitter.com/Timothy36660780/status/1630707386569871363,Timothy36660780,Twitter for Android,"Perth, Western Australia","For good sake of Crypto land, we need influencers from East. Current West Influencers are selfish ( mostly) and too Bearish. Their bearishness make all their followers bearish and drowning the market. Fundamental is #Bitcoin to fight for financial freedom Fiat inflation",0,0,0,0,0.34,"Sentiment(polarity=0.13999999999999999, subjectivity=0.5)"
41,2023-02-28 23:11:13+00:00,https://twitter.com/markjeffrey/status/1630707220869677056,markjeffrey,Twitter Web App,Los Angeles,"@saylor @pmarca #Bitcoin: Very bullish. Will decouple and show it's true quality at some point very soon. Probably Gary-proof.

#Lightning: Not bullish. UI is terrible. Invoice requirement is terrible. You need something like CashApp or Venmo as a CONSUMER front end. 

@librewallet is a MUCH… https://t.co/8N8aAqScye",8,3,3,1,-0.2263,"Sentiment(polarity=-0.25, subjectivity=0.65)"
42,2023-02-28 23:09:14+00:00,https://twitter.com/fikinft/status/1630706721562689538,fikinft,Twitter for Android,,"@CronosICUDoc @BullsApesProj @HuskerFan0503 What a stunning pick up! 
Congratulations 🐃👏
@BullsApesProj #Bullish 🐃 https://t.co/c5iVqnk4mj",0,0,0,0,0.7777,"Sentiment(polarity=0.625, subjectivity=1.0)"
43,2023-02-28 23:08:57+00:00,https://twitter.com/AbhipraGroup/status/1630706652642152453,AbhipraGroup,Abhipra Market Updates,"Delhi, India","#GileadSciences $GILD Hourly Chart
#SuperTrend suggests #Bearish trend
#Resistance level at 80.81
#SmoothedHeikenAshi suggests #Bearish trend
Relative Strength Index (#RSI) in Neutral zone
Start #investing in #GlobalStocks at https://t.co/peLniHQjpl 
#Investor #Trading https://t.co/Ge572icCE5",0,0,0,0,0.4939,"Sentiment(polarity=0.0, subjectivity=0.0)"
44,2023-02-28 23:08:29+00:00,https://twitter.com/WalkerTradesNFT/status/1630706535428136960,WalkerTradesNFT,Twitter for iPhone,Blockchain,Founders take 📝 #bullish #AKCB,1,0,0,0,0.0,"Sentiment(polarity=0.0, subjectivity=0.0)"
45,2023-02-28 23:07:45+00:00,https://twitter.com/Feras_Seef/status/1630706348286525445,Feras_Seef,Twitter Web App,محافظة عمان,@AIPADTECH #ai #aipad #launchpad #bullish  😍,1,0,0,0,0.4588,"Sentiment(polarity=0.0, subjectivity=0.0)"
46,2023-02-28 23:06:12+00:00,https://twitter.com/CryptoCrashCom/status/1630705957679386624,CryptoCrashCom,CC CryptoMood,,"#CryptoMood: During the last 60 minutes, 62.8 % of our users were #bullish in the short term, 37.2 % were bearish. Give us your vote too: https://t.co/r4rsRDL6c4",0,0,0,0,0.0,"Sentiment(polarity=0.0, subjectivity=0.18333333333333332)"
47,2023-02-28 23:06:05+00:00,https://twitter.com/TelevisionNTD/status/1630705929103593472,TelevisionNTD,Twitter Web App,New York,"A report claims that rich #Crypto ""whales"" ran away with retail traders' money during the 2022 bitcoin crash.

#Microsoft, updating Windows 11—putting its new AI-powered Bing front and center on the taskbar.

https://t.co/7vJoPKvf5S",0,0,0,0,0.2263,"Sentiment(polarity=0.13712121212121212, subjectivity=0.4348484848484849)"
48,2023-02-28 23:05:39+00:00,https://twitter.com/Feras_Seef/status/1630705822324908035,Feras_Seef,Twitter Web App,محافظة عمان,@AIPADTECH @BlueZillaVc #ai #aipad #launchpad #bullish  🔥,0,0,0,0,-0.34,"Sentiment(polarity=0.0, subjectivity=0.0)"
49,2023-02-28 23:05:26+00:00,https://twitter.com/Mezcalero_eth/status/1630705768151367681,Mezcalero_eth,Twitter for iPhone,"San Antonio, TX",🫡🫡🫡🫡 salute to the whole @akidcalledbeast family! #Bullish,1,0,0,0,0.0,"Sentiment(polarity=0.25, subjectivity=0.4)"
50,2023-02-28 23:04:00+00:00,https://twitter.com/AguArias/status/1630705405075619841,AguArias,Twitter for Android,"San Juan, Argentina",Argentina está #bullish? Le hacemos caso a @CarlosMaslaton ?,0,0,0,0,0.0,"Sentiment(polarity=0.0, subjectivity=0.0)"
51,2023-02-28 23:03:24+00:00,https://twitter.com/_hashtagvintage/status/1630705256815263751,_hashtagvintage,Twitter for iPhone,Wagmi Way Beast Hood,@Rafsby #bagmi #wagmi #bullish #lfg,0,0,0,0,0.0,"Sentiment(polarity=0.0, subjectivity=0.0)"
52,2023-02-28 23:02:29+00:00,https://twitter.com/CryptowithMo634/status/1630705025692631042,CryptowithMo634,Twitter for iPhone,"Manitoba, Canada","Just claimed my @WillysClub NFTs for new price and got some gems 😂 

#willy #bullish #nft #nfts #nftcollector #nftcollectors #nftdrop #nftgiveaway #nftcommunity #nftcollection #bsc #bscgem #bnb https://t.co/A1k2BgILR6",8,2,0,1,0.4404,"Sentiment(polarity=0.13636363636363635, subjectivity=0.45454545454545453)"
53,2023-02-28 23:02:04+00:00,https://twitter.com/Feras_Seef/status/1630704919513559041,Feras_Seef,Twitter Web App,محافظة عمان,@AIPADTECH @gamezone_app @BSCPad @ethpadofficial @MetaVPad @BlueZillaVc #ai #aipad #launchpad #bullish  💣💣💣,1,0,0,0,-0.8625,"Sentiment(polarity=0.0, subjectivity=0.0)"
54,2023-02-28 23:00:51+00:00,https://twitter.com/FloridaJoe7/status/1630704614092800000,FloridaJoe7,Twitter for iPhone,,"@VectorMeldrew @JohnCena Talk about a man who fights for his company, literally! #bullish",19,0,0,1,-0.4574,"Sentiment(polarity=0.0, subjectivity=0.0)"
55,2023-02-28 23:00:03+00:00,https://twitter.com/codermeno/status/1630704412292251651,codermeno,Twitter Web App,co-ceo & software engineer,"$btc the big question, up or down?

&gt; $usdt has been in accumulation, so imo, is down despite march might start by moving up because:

&gt; weekly not that bearish yet

&gt; also $es (#spx) might still test trend line, will help

WAIT  daily/month close

#btc #Bitcoin #cripto #crypto https://t.co/ZkPYuqgq7R",1,0,0,0,0.4019,"Sentiment(polarity=-0.10370370370370373, subjectivity=0.22592592592592595)"
56,2023-02-28 22:58:48+00:00,https://twitter.com/APE8FUNGUS/status/1630704096947650560,APE8FUNGUS,Twitter for iPhone,,$BTC #Bitcoin  #BTC  #BTCUSD @Bitcoin #Bullish 🐂🦧 https://t.co/iB9Um4YA4s,1,0,0,0,0.0,"Sentiment(polarity=0.0, subjectivity=0.0)"
57,2023-02-28 22:57:52+00:00,https://twitter.com/Feras_Seef/status/1630703864440672257,Feras_Seef,Twitter Web App,محافظة عمان,@AIPADTECH #ai #aipad #launchpad #bullish  😍,1,0,0,0,0.4588,"Sentiment(polarity=0.0, subjectivity=0.0)"
58,2023-02-28 22:56:27+00:00,https://twitter.com/TheSmartPhenix/status/1630703506276470785,TheSmartPhenix,Twitter Web App,,"$BTC

Bearish thesis remains the same and I would still anticipate lower prices on #BTC. 

A follow up from 26-02-2023.. https://t.co/AdL3RV56i3",0,0,0,0,-0.296,"Sentiment(polarity=0.0, subjectivity=0.125)"
59,2023-02-28 22:54:51+00:00,https://twitter.com/Feras_Seef/status/1630703102650138624,Feras_Seef,Twitter Web App,محافظة عمان,@AIPADTECH @gamezone_app @MetaVPad @ethpadofficial @BlueZillaVc #ai #aipad #launchpad #bullish  👌,0,0,0,0,0.7297,"Sentiment(polarity=0.0, subjectivity=0.0)"
60,2023-02-28 22:52:43+00:00,https://twitter.com/Feras_Seef/status/1630702566106361858,Feras_Seef,Twitter Web App,محافظة عمان,@AIPADTECH @Movez_app #ai #aipad #launchpad #bullish  🔥,0,0,0,0,-0.34,"Sentiment(polarity=0.0, subjectivity=0.0)"
61,2023-02-28 22:51:04+00:00,https://twitter.com/ChrisRu72626794/status/1630702151524597771,ChrisRu72626794,Twitter for Android,,"Everything has to crash for the economy to BOOM 💥 AGAIN.
#bitcoin halving wen we all MOON.
COMMING SOON 2023/2024 
NFA JUST MY OWN OPINION",6,1,0,2,-0.6369,"Sentiment(polarity=0.6, subjectivity=1.0)"
62,2023-02-28 22:50:02+00:00,https://twitter.com/Feras_Seef/status/1630701889443487744,Feras_Seef,Twitter Web App,محافظة عمان,@BlueZillaVc #ai #aipad #launchpad #bullish  🔥,0,0,0,0,-0.34,"Sentiment(polarity=0.0, subjectivity=0.0)"
63,2023-02-28 22:49:14+00:00,https://twitter.com/BaileyTradez/status/1630701691631816705,BaileyTradez,Twitter Web App,"Lincoln Park, Chicago","Instead of calling this market #Bullish or #Bearish Id rather call it what it is. Its a very very large range of balance.

$SPX $SPY #ES_F",3,0,0,0,0.0,"Sentiment(polarity=0.2785714285714286, subjectivity=0.5571428571428572)"
64,2023-02-28 22:46:44+00:00,https://twitter.com/ajagbealexandra/status/1630701061882167296,ajagbealexandra,Twitter for Android,"Lagos,Nigeria","The market outlook on #StaFi and potentials of #LSD and #DeFi protocols are extremely #Bullish 
All #Crypto enthusiasts and #ETH maxis can read the well-detailed article by @CoinDesk about this right here ⤵️

https://t.co/C25HfMJXpD

#SmarterLiquidStaking
#Web3",2,0,0,0,0.34,"Sentiment(polarity=0.08035714285714285, subjectivity=0.7678571428571428)"
65,2023-02-28 22:46:39+00:00,https://twitter.com/trader_joe89/status/1630701040008851457,trader_joe89,Twitter for Android,"England, United Kingdom","#btc looks to be closing the monthly with a doji at key resistencr. The #NAS100 with a gravestone doji and #spy with nasty rejection on the monthly and the weak higher high on the weekly.

As well as #US10Y having a powerful engulfing to the upside. And everyone is bullish.... https://t.co/dC8H6eF62c",1,0,0,1,-0.7783,"Sentiment(polarity=-0.11083333333333334, subjectivity=0.7775)"
66,2023-02-28 22:42:42+00:00,https://twitter.com/Bigherocrypto1/status/1630700046722187265,Bigherocrypto1,Twitter for iPhone,San Fransokyo,@Dagnum_PI @BenJorgensen @dfinity @Conste11ation #bullish $Dag,4,0,0,0,0.0,"Sentiment(polarity=0.0, subjectivity=0.0)"
67,2023-02-28 22:42:01+00:00,https://twitter.com/AlteBlock/status/1630699875250700288,AlteBlock,Twitter for Android,DeFi,"According to the chart, ETH has been consolidating in a bullish ascending triangle for nearly 9 months now, with a clear pattern of higher lows over time indicating that buyers have been in control.
A breakout above this pattern to the upside would be a bullish signal for #ETH. https://t.co/0JfWLf0UeN",0,0,0,0,0.2023,"Sentiment(polarity=0.1125, subjectivity=0.3458333333333333)"
68,2023-02-28 22:41:37+00:00,https://twitter.com/AbhipraGroup/status/1630699771773218817,AbhipraGroup,Abhipra Market Updates,"Delhi, India","#HeroMotocorp $HEROMOTOCO Daily Chart
#SuperTrend suggests #Bearish trend
#Resistance level at 2519.3
#SmoothedHeikenAshi suggests #Bearish trend
Relative Strength Index (#RSI) in #Oversold zone
Open account at https://t.co/giz54B9qdU and start #investing in #StockMarket https://t.co/rnSGUQQmse",0,0,0,0,0.4939,"Sentiment(polarity=0.0, subjectivity=0.16666666666666666)"
69,2023-02-28 22:41:21+00:00,https://twitter.com/Petey_Money/status/1630699705847152640,Petey_Money,Twitter Web App,Seattle,"Bullish on #AI Are there any promising Decentralized #AI #Crypto projects out there?
#Web3 https://t.co/xea3SnqWGj",1,0,0,0,0.4019,"Sentiment(polarity=0.2, subjectivity=0.5)"
70,2023-02-28 22:40:57+00:00,https://twitter.com/dogecoinshibaz/status/1630699606605430785,dogecoinshibaz,Twitter for iPhone,,This #amc Q4 earnings is very #bullish,1,0,0,0,0.0,"Sentiment(polarity=0.2, subjectivity=0.3)"
71,2023-02-28 22:40:47+00:00,https://twitter.com/Moneytaur_/status/1630699561533538304,Moneytaur_,Twitter for Android,,"Sorry to the 🌙-boys and everyone who's in denial for reality, but I would start making plans for #BTC    ♨️ levels between $26,700 - $28,500 and further plans for $SPX to reach $3,390 pre-pandemic level in 2023.

True gains are made when you have a plan for the bearish moves.",20,1,0,0,0.7783,"Sentiment(polarity=-0.05000000000000001, subjectivity=0.7166666666666667)"
72,2023-02-28 22:40:34+00:00,https://twitter.com/PedroXi40735013/status/1630699507741589504,PedroXi40735013,Twitter Web App,,$AGIX is going bullish. agree or disagree? #agix  #crypto https://t.co/XPdbSrY6U2,3,1,0,3,-0.0258,"Sentiment(polarity=0.0, subjectivity=0.0)"
73,2023-02-28 22:40:05+00:00,https://twitter.com/EghtesadiPayam/status/1630699385234366475,EghtesadiPayam,Twitter Web App,Islamic Republic of Iran,#ai #aipad #launchpad #bullish  good and best,0,1,0,0,0.7964,"Sentiment(polarity=0.85, subjectivity=0.45000000000000007)"
