,Unnamed: 0,Date,TweetURL,User,Source,Location,Tweet,Likes_Count,Retweet_Count,Quote_Count,Reply_Count,compoundVader,compoundTextBlob,compoundRoBERTa
506,506,2022-09-10 19:02:54+00:00,https://twitter.com/beckynerve/status/1568676406401409026,beckynerve,Twitter for Android,," yes i 'm always bullish on eth and $zgd  which is a crypto currency backed by real gold, real people and real mining procedure with value.  i will need to get more of  on bitmart so as to hold for the bullish reward which is at hand.",0,0,0,0,0.9022,"Sentiment(polarity=0.275, subjectivity=0.35000000000000003)",0.8537098
484,484,2022-09-10 23:52:47+00:00,https://twitter.com/CryptoKevinnnn/status/1568749359302414337,CryptoKevinnnn,Twitter Web App,USA,$mushi chart looks bullish af! only sitting around 55k mc so super early on this one. dev has been doing buybacks and burns and adding to lp also. community is strong too! dont sleep on it and get left behind! ethmerge eth 100xgem ,13,3,0,9,0.8798,"Sentiment(polarity=0.07916666666666666, subjectivity=0.5666666666666665)",0.94169396
346,346,2022-09-12 12:13:33+00:00,https://twitter.com/KrispNaztyFarms/status/1569298164322115584,KrispNaztyFarms,Twitter for Android,"Fort Smith, AR",  so bullish on  bringing real world revenue and pumping it back into the ecosystem! $wpt eth warpigstoken staking and farming rewards are just earning passive income. sit back and enjoy the ride!! so much already and more to come.  hard working dev has a vision!,3,1,0,0,0.8626,"Sentiment(polarity=0.1657738095238095, subjectivity=0.29166666666666663)",0.96667486
892,892,2022-09-07 17:31:29+00:00,https://twitter.com/WaKeAiR_S_S/status/1567566238133387264,WaKeAiR_S_S,Twitter for Android,, so bullish on  bringing real world revenue and pumping it back into the ecosystem! $wpt eth warpigstoken staking and farming rewards are just earning passive income. sit back and enjoy the ride!! so much already and more to come.  hard working dev has a vision!,2,0,0,0,0.8626,"Sentiment(polarity=0.1657738095238095, subjectivity=0.29166666666666663)",0.9673133
532,532,2022-09-10 12:53:13+00:00,https://twitter.com/KrispNaztyFarms/status/1568583372422713344,KrispNaztyFarms,Twitter for Android,"Fort Smith, AR", so bullish on  bringing real world revenue and pumping it back into the ecosystem! $wpt eth warpigstoken staking and farming rewards are just earning passive income. sit back and enjoy the ride!! so much already and more to come.  hard working dev has a vision!,0,0,0,0,0.8626,"Sentiment(polarity=0.1657738095238095, subjectivity=0.29166666666666663)",0.9673133
891,891,2022-09-07 17:32:01+00:00,https://twitter.com/WaKeAiR_S_S/status/1567566370262360065,WaKeAiR_S_S,Twitter for Android,, so bullish on  bringing real world revenue and pumping it back into the ecosystem! $wpt eth warpigstoken staking and farming rewards are just earning passive income. sit back and enjoy the ride!! so much already and more to come.  hard working dev has a vision!,1,0,0,0,0.8626,"Sentiment(polarity=0.1657738095238095, subjectivity=0.29166666666666663)",0.9673133
52,52,2022-09-14 17:30:00+00:00,https://twitter.com/Sol_hashira/status/1570102579916410880,Sol_hashira,Twitter for Android,,"2) i don't wanna sound pessimistic but i just don't see it happening. the macros are still gonna be the same, inflation is at an ath, interest rates are still high, cpi data is still bearish, feds continues to hike interest rates. eth nfts ethmerge ethereum crypto",3,0,1,1,0.861,"Sentiment(polarity=0.18666666666666668, subjectivity=0.355)",-0.6063059
584,584,2022-09-09 20:01:37+00:00,https://twitter.com/shleep_well/status/1568328794012020736,shleep_well,Twitter Web App,,"bullish on crypto for the next 2-ish weeks. expecting good cpi, .75 from fed (expected so +). then successful merge. a lot of good events until the market comes back to reality. long eth in the meantime &amp; farming some defi shitcoins to dump as well",2,0,0,0,0.8542,"Sentiment(polarity=0.2857142857142857, subjectivity=0.4214285714285714)",0.6666757
770,770,2022-09-08 10:46:05+00:00,https://twitter.com/khmerxbxboi/status/1567826604524720128,khmerxbxboi,Twitter Web App,Aesthetics of Calculations,like if you bullish today but $tops need to go !!! stockmarket stocks eth apple  ,0,0,0,0,0.8472,"Sentiment(polarity=0.0, subjectivity=0.0)",0.3105842
916,916,2022-09-07 13:58:31+00:00,https://twitter.com/thecryptowizkid/status/1567512643421831173,thecryptowizkid,Twitter for iPhone,JUPITER 🌎,$harm  this could easy 10x in a few days make sure to load up a bag 2% taxes either way  join the telegram for updates  eth crypto bullish ,22,13,1,13,0.8415,"Sentiment(polarity=0.24444444444444446, subjectivity=0.6074074074074074)",0.8030565
575,575,2022-09-09 23:17:32+00:00,https://twitter.com/SnoopMinerETH/status/1568378097850003456,SnoopMinerETH,Twitter for iPhone,,"    metaminer has always felt great.best.different.  maybe its the doxxedteam maybe its the family in community, but it very well could be the utility staking farming rewards and nft that mine eth in the metaverse bullish  is so bluechip ",8,3,0,0,0.8411,"Sentiment(polarity=0.2, subjectivity=0.3)",0.91623294
593,593,2022-09-09 19:07:27+00:00,https://twitter.com/majesticboss55/status/1568315161521307649,majesticboss55,Twitter for iPhone,United States,if you are into passive income you might want to do yourself a favor and check out cheemsinu  they have income from the metaverse p2e game and nft holders receive a share from cheemspad revenue  bullish passiveincome money cryptocurrency avax eth bsc 1000xgem,91,32,0,31,0.8402,"Sentiment(polarity=-0.4, subjectivity=0.4)",0.32747242
195,195,2022-09-13 15:00:02+00:00,https://twitter.com/BitMart_Futures/status/1569702451367874561,BitMart_Futures,Twitter Web App,Global,"ethmerge in 2 days! are you bullish on eth  we are launching eth 2.0 futures trading contest, with 50,000 usdt rewards   make sure you sign up   follow _futures &amp; tag 5 friends  more info:  cryptoworld ",152,91,31,124,0.8313,"Sentiment(polarity=0.5, subjectivity=0.6944444444444444)",0.68544334
857,857,2022-09-07 23:15:16+00:00,https://twitter.com/PhizComms/status/1567652754256003074,PhizComms,Twitter for iPhone,,bullish on: 1.  (major update coming) 2. _of_sol (profit share/community) 3.  (great leadership and community) 4. _bfgs (online sports book profits distributed to holders) 5.   by  what am i missing? avax solananft eth ,25,12,0,10,0.8271,"Sentiment(polarity=0.22083333333333335, subjectivity=0.43333333333333335)",-0.17103139
318,318,2022-09-12 16:37:40+00:00,https://twitter.com/kratos_harmony/status/1569364634645446658,kratos_harmony,Twitter for iPhone,"California, US",". total network stake now hit 5.427 billion / 5,427,217,058 $one, &amp; is definitely on rise  200m+ added in past months  staking is truly believing in the project  harmonyone builders, lets keep building &amp; innovating! bullish buidl hodl crypto eth ",39,3,0,4,0.8268,"Sentiment(polarity=-0.10416666666666667, subjectivity=0.5)",0.9278909
446,446,2022-09-11 12:47:32+00:00,https://twitter.com/kratos_harmony/status/1568944329586245634,kratos_harmony,Twitter for iPhone,"California, US",". total network stake now hit 5.425 billion / 5,425,773,849 $one, &amp; is definitely on rise  200m+ added in past months  staking is truly believing in the project  harmonyone builders, lets keep building &amp; innovating! bullish buidl hodl crypto eth ",35,5,0,2,0.8268,"Sentiment(polarity=-0.10416666666666667, subjectivity=0.5)",0.9265569
620,620,2022-09-09 14:41:57+00:00,https://twitter.com/BullMarketGainz/status/1568248347416207364,BullMarketGainz,Twitter Web App,"Ottawa, Ontario","update on st eth trade my 1st tp level hit successfully @ $1725. i've decided to increase the 2nd tp level from $1750 to $1830 because the 9sma is about to cross the 300 on the 4hr chart, which is bullish. the cross will occur @ 12pm est.  cryptocurrency   ",0,0,0,0,0.8176,"Sentiment(polarity=0.1875, subjectivity=0.2375)",0.79086316
49,49,2022-09-14 17:54:09+00:00,https://twitter.com/MoleRatts/status/1570108657534377985,MoleRatts,Twitter Web App,,"ethmerge incoming! y'all ready? i think this will be a huge gamechanger for crypto in general. don't think that eth will pump hard if it is successful, just think it is very bullish for the longer time frame. market will be volatile tho",0,0,0,1,0.8172,"Sentiment(polarity=0.22976190476190478, subjectivity=0.5273809523809524)",0.9184838
404,404,2022-09-11 20:17:06+00:00,https://twitter.com/EseWilliams5/status/1569057467031511042,EseWilliams5,Twitter Web App,"Lagos, Nigeria", i'm very bullish on  $gaze should be there. this gem is doing great atm!  gazetv is one socialmedia entertainment platform that pays both contentcreator &amp; users for using their platform &amp; it's very transparent!    eth nfts gazers bsc,1,0,0,0,0.8168,"Sentiment(polarity=0.48333333333333334, subjectivity=0.45)",0.97806317
246,246,2022-09-13 06:46:05+00:00,https://twitter.com/CryptoCommandr/status/1569578141773086723,CryptoCommandr,Twitter for iPhone,Wall Street,"funding rates on etc turned positive, showing a strong demand for leveraged longs positions. they have remained positive to neutral throughout last week. meanwhile, eths rates are well into negative territory, suggesting a combination of bearish sentiment and heavy hedging. 3/5",2,0,0,1,0.8126,"Sentiment(polarity=0.06464646464646465, subjectivity=0.46515151515151515)",0.12278366
425,425,2022-09-11 16:37:40+00:00,https://twitter.com/iamqueeninu/status/1569002242963013634,iamqueeninu,Twitter Web App,Worldwide! ,going to ape in a new token launching today. don't know the devs but i like the logo and concept. can you imagine investing because a logo looks bullish. nuts.  cryptocurency eth gem,5,0,0,3,0.8126,"Sentiment(polarity=0.13636363636363635, subjectivity=0.45454545454545453)",0.9144819
505,505,2022-09-10 19:36:54+00:00,https://twitter.com/OladayoAjala1/status/1568684964069130247,OladayoAjala1,Twitter for Android,Oyo,i believe the ethmerge will bullish eth and the upgrade will make the community strong and reliable. _flash23   cmcethmerge  win 1 eth and learn all about the upcoming eth merge with the official coinmarketcap merge quiz!  cmcethmerge,0,0,0,0,0.8122,"Sentiment(polarity=0.6166666666666667, subjectivity=0.5666666666666667)",0.929472
63,63,2022-09-14 16:18:43+00:00,https://twitter.com/DwitamaRidho/status/1570084641683668993,DwitamaRidho,Twitter Web App,,eth prize is gonna be bullish   win 1 eth and learn all about the upcoming eth merge with the official coinmarketcap merge quiz!  cmcethmerge ethmerge,0,0,0,0,0.8122,"Sentiment(polarity=0.8, subjectivity=0.4)",0.93405545
605,605,2022-09-09 16:53:14+00:00,https://twitter.com/dillinjah_/status/1568281385097388033,dillinjah_,Twitter Web App,,when one of the biggest and best artists on the scene goes out of their way to show respect.....  bullish af.     pixelart riseandshine genuineundead undeadarmy bestpixelart2022 eth nfts,7,2,1,3,0.8074,"Sentiment(polarity=1.0, subjectivity=0.3)",0.88139665
99,99,2022-09-14 09:58:48+00:00,https://twitter.com/joyhodling/status/1569989028992413696,joyhodling,Twitter Web App,Australia,"the super oversold $eth is aiming for $3191 to start with &amp; then $4400+. as circled, a similar situation around the end of 2018 was also present. anyone buying at that time ended up with a generational opportunity. i believe ethereum is in such a state!   i am bullish on eth! ",1,0,0,2,0.8065,"Sentiment(polarity=0.08333333333333333, subjectivity=0.39166666666666666)",0.8123265
576,576,2022-09-09 23:14:03+00:00,https://twitter.com/SnoopMinerETH/status/1568377222662078465,SnoopMinerETH,Twitter for iPhone,," metaminer has always felt great.best.different.  maybe its the doxxedteam maybe its the family in community, but it very well could be the utility staking farming rewards and nft that mine eth in the metaverse bullish bluechip partner with   ",9,5,0,3,0.8042,"Sentiment(polarity=0.2, subjectivity=0.3)",0.9390345
513,513,2022-09-10 18:02:42+00:00,https://twitter.com/berrycrypt/status/1568661255799414785,berrycrypt,Twitter for iPhone,The Cosmos universe,cheap and faster fees than eth  compatible   no network conjestion  (  x  )   bring eth to cosmos using evmos   is bullish  $evmos,57,11,0,8,0.802,"Sentiment(polarity=0.0, subjectivity=0.0)",0.7379554
864,864,2022-09-07 22:33:42+00:00,https://twitter.com/YouseyC1/status/1567642291501932544,YouseyC1,Twitter for iPhone,," sd (shib dragon)  check the website, it states you can gain access to larps and alpha projects. bullish utility play. don't fade, this is a milly play.   chart:   telegram:   hex shiba tsuka 1000xgem eth",0,0,0,0,0.802,"Sentiment(polarity=0.0, subjectivity=0.0)",0.480525
200,200,2022-09-13 14:18:06+00:00,https://twitter.com/rajibbiswas328/status/1569691896355897344,rajibbiswas328,Twitter for Android,,crypto fam very good morning to you all... wishing you a prosperous day ahead  crypto bullish eth,0,0,0,1,0.8016,"Sentiment(polarity=0.9099999999999999, subjectivity=0.7800000000000001)",0.9790242
122,122,2022-09-14 03:39:21+00:00,https://twitter.com/NFTyDLuffy/status/1569893537193332738,NFTyDLuffy,Twitter for Android,"Colorado, USA","over all i'm still bullish on eth and crypto, i'm encouraged by the nft integration to corporate businesses with the starbucks news recently. we just have a lot going on in the world and we need time to let it figure itself out. great accumulation time is now!! wgmi nfa eth",1,0,0,0,0.8011,"Sentiment(polarity=0.3333333333333333, subjectivity=0.3333333333333333)",0.94366485
38,38,2022-09-14 19:01:03+00:00,https://twitter.com/CryptoKoalaBtc/status/1570125490047881220,CryptoKoalaBtc,Twitter Web App,"Miami, Florida ","couldn't be more bullish on the  wpt $wpt nfts launch.  especially since it got delayed, this just shows how much the team cares about delivering the best! don't miss this. _investing  eth ",13,7,0,11,0.7927,"Sentiment(polarity=0.425, subjectivity=0.5)",0.91926163
807,807,2022-09-08 09:25:47+00:00,https://twitter.com/CryptoCacs/status/1567806393113092096,CryptoCacs,Twitter for iPhone,"Amsterdam, Nederland",cryptocacs  openzoo  opensea this is super bullish! be ready in october i will mint alot of new cacsspread the word and be ready to ape in this limited collection of only 500! the first 200 sold already! eth $zoo zookeeper ethereum nft nfts avax merge crypto ,29,3,0,5,0.7896,"Sentiment(polarity=0.17058596165739023, subjectivity=0.5139146567717996)",0.9326566
523,523,2022-09-10 15:30:00+00:00,https://twitter.com/CryptoBallZ_/status/1568622828546670596,CryptoBallZ_,Twitter Web App,,"ehive update:  like i thought, another breakout, the chart looked so bullish i just had to call it! if you grabbed a bag you are now at around a 1,5x again! looks like this one will stick around a while! (;  eth ethereum 100x altcoins crypto ape ",2,2,0,3,0.7891,"Sentiment(polarity=0.0, subjectivity=0.0)",0.8926836
952,952,2022-09-07 05:32:08+00:00,https://twitter.com/QDiepeveen/status/1567385204909809673,QDiepeveen,Typefully,"Beursplein 5, Amsterdam","the day may be a sell event, but longterm eth has never been more bullish! but act cautiously, given macro is of great influence.  ",11,0,0,1,0.7871,"Sentiment(polarity=0.7125, subjectivity=0.625)",0.7540458
320,320,2022-09-12 16:19:00+00:00,https://twitter.com/EthereumWest/status/1569359935514808320,EthereumWest,Twitter for iPhone,"Los Angeles, CA",just a retest of $1700 support. perfectly bullish  eth,0,0,0,0,0.7845,"Sentiment(polarity=1.0, subjectivity=1.0)",0.85150695
207,207,2022-09-13 13:46:01+00:00,https://twitter.com/2bb_art/status/1569683822475710464,2bb_art,Twitter for Android,," $kurage and $koyane, both about to explode! $kurage, first ever meme to launch on all major chains. eth now, bsc today. more following, perfect entry. $koyane, only 80k supply and deflationary. big names behind it, website release within 24 hours or so. both huge opps!",5,1,0,2,0.7822,"Sentiment(polarity=0.21250000000000002, subjectivity=0.5703703703703704)",0.9217675
368,368,2022-09-12 07:51:06+00:00,https://twitter.com/RedLightMuzik/status/1569232119226073089,RedLightMuzik,Twitter Web App,chillin somewhere,and we got a weekly bullish cross on $eth   first bullish cross since april 2020  ethmerge eth ethusdt ,1,0,0,0,0.7783,"Sentiment(polarity=0.08333333333333333, subjectivity=0.1111111111111111)",0.75895417
619,619,2022-09-09 14:55:17+00:00,https://twitter.com/Crosswolfxx/status/1568251704176517125,Crosswolfxx,Twitter for iPhone,"Kentucky, USA",tweet 143 verified please verify  the world is watching and our 400k followers! saitamawolfpack4life saitapro saitarealty saitamatechnologyllc bullish cryptocurrencynews defi diversity diamondhands dyor verified eth eaglefc strongertogether hodl ,43,18,1,0,0.7777,"Sentiment(polarity=0.0, subjectivity=0.0)",0.38406995
673,673,2022-09-08 22:48:08+00:00,https://twitter.com/papa_woody21/status/1568008313945878528,papa_woody21,Twitter for iPhone,Cardiff By The Sea.,mikoto ama so bullish. this roadmap shows that we have just gotten started. thanks to this amazing community. eth altcoin 1000xgem memecoin cryptocurency tg:::  ,39,21,0,26,0.7717,"Sentiment(polarity=0.4, subjectivity=0.55)",0.98391974
449,449,2022-09-11 11:15:25+00:00,https://twitter.com/CryptoSignalMs/status/1568921147051212801,CryptoSignalMs,Zapier.com,, eth - signal our trends report bullish reversal signals (buying opportunity) for $eth at price 1761.5989427842264    retweet if i'm helping you make some money!   learn more:  ,0,0,0,1,0.7712,"Sentiment(polarity=0.5, subjectivity=0.5)",0.6025855
332,332,2022-09-12 14:47:32+00:00,https://twitter.com/majesticboss55/status/1569336917845594113,majesticboss55,Twitter for iPhone,United States,cheems hype is building!!! i suggest you ape a nice bag before takeoff  crypto 1000xgem metaverse nft eth bsc avax bullish defi p2e,125,47,5,41,0.7701,"Sentiment(polarity=0.6, subjectivity=1.0)",0.692449
441,441,2022-09-11 13:33:23+00:00,https://twitter.com/KrispNaztyFarms/status/1568955868430974981,KrispNaztyFarms,Twitter for Android,"Fort Smith, AR"," very bullish on  so much utility from the start.  staking, farming. faucet, nft staking, and so much more still in the works.  dual treasury built by brewlabs take taxes and syndicate and profits sent to 2nd treasury to buy wpt, as well as bacon and usdc. $wpt eth ",8,6,0,2,0.765,"Sentiment(polarity=0.225, subjectivity=0.25)",0.90675163
612,612,2022-09-09 15:35:49+00:00,https://twitter.com/KrispNaztyFarms/status/1568261905692917760,KrispNaztyFarms,Twitter for Android,"Fort Smith, AR"," very bullish on  so much utility from the start.  staking, farming. faucet, nft staking, and so much more still in the works.  dual treasury built by brewlabs take taxes and syndicate and profits sent to 2nd treasury to buy wpt, as well as bacon and usdc. $wpt eth",2,0,0,1,0.765,"Sentiment(polarity=0.225, subjectivity=0.25)",0.90704626
334,334,2022-09-12 14:26:29+00:00,https://twitter.com/janeycom/status/1569331620758409217,janeycom,Twitter for Android,," carl, i think eth will crash with the merge approaching and it might affect the whole market.  i'm happy i get to buy a good $eth alternative at a discount and i'm gonna keep buying until fomo starts on it.  syscoin is what every smart investors need in their bag right now.",4,0,0,1,0.765,"Sentiment(polarity=0.36666666666666664, subjectivity=0.5297619047619048)",0.63085276
685,685,2022-09-08 20:32:07+00:00,https://twitter.com/KrispNaztyFarms/status/1567974082024448000,KrispNaztyFarms,Twitter for Android,"Fort Smith, AR"," very bullish on  so much utility from the start.  staking, farming. faucet, nft staking, and so much more still in the works.  dual treasury built by brewlabs take taxes and syndicate and profits sent to 2nd treasury to buy wpt, as well as bacon and usdc. $wpt eth",1,0,0,0,0.765,"Sentiment(polarity=0.225, subjectivity=0.25)",0.90704626
890,890,2022-09-07 17:32:39+00:00,https://twitter.com/WaKeAiR_S_S/status/1567566530136653825,WaKeAiR_S_S,Twitter for Android,," very bullish on  so much utility from the start.  staking, farming. faucet, nft staking, and so much more still in the works.  dual treasury built by brewlabs take taxes and syndicate and profits sent to 2nd treasury to buy wpt, as well as bacon and usdc. $wpt eth",7,2,0,0,0.765,"Sentiment(polarity=0.225, subjectivity=0.25)",0.90704626
206,206,2022-09-13 13:51:11+00:00,https://twitter.com/KrispNaztyFarms/status/1569685123942973443,KrispNaztyFarms,Twitter for Android,"Fort Smith, AR"," very bullish on  so much utility from the start.  staking, farming. faucet, nft staking, and so much more still in the works.  dual treasury built by brewlabs take taxes and syndicate and profits sent to 2nd treasury to buy wpt, as well as bacon and usdc. $wpt eth",0,0,0,0,0.765,"Sentiment(polarity=0.225, subjectivity=0.25)",0.90704626
846,846,2022-09-08 02:02:05+00:00,https://twitter.com/KrispNaztyFarms/status/1567694734604357632,KrispNaztyFarms,Twitter for Android,"Fort Smith, AR"," _investing very bullish on  so much utility from the start.  staking, farming. faucet, nft staking, and so much more still in the works.  dual treasury built by brewlabs take taxes and syndicate and profits sent to 2nd treasury to buy wpt, as well as bacon and usdc. $wpt eth",2,1,0,0,0.765,"Sentiment(polarity=0.225, subjectivity=0.25)",0.80358696
692,692,2022-09-08 19:13:46+00:00,https://twitter.com/KrispNaztyFarms/status/1567954363615776774,KrispNaztyFarms,Twitter for Android,"Fort Smith, AR"," very bullish on  so much utility from the start.  staking, farming. faucet, nft staking, and so much more still in the works.  dual treasury built by brewlabs take taxes and syndicate and profits sent to 2nd treasury to buy wpt, as well as bacon and usdc. $wpt eth",1,0,0,0,0.765,"Sentiment(polarity=0.225, subjectivity=0.25)",0.90704626
924,924,2022-09-07 12:15:24+00:00,https://twitter.com/m_criptomonedas/status/1567486693040693251,m_criptomonedas,Twitter Web App,,"topnews ethereum desplome despus de una breve subida. ethereum, ethereumclassic, lidofinance se desploman en las ltimas 24h y en la vspera de la fusin.   ampliaremos luego $eth $etc eth themerge ethereummerge crypto cryptonews top mundocriptomonedas",0,0,0,2,0.7649,"Sentiment(polarity=0.5, subjectivity=0.5)",0.09088351
713,713,2022-09-08 14:39:21+00:00,https://twitter.com/AlbertcryptoN/status/1567885303997779969,AlbertcryptoN,Twitter Web App,Heaven,eth/usd  bearish setup played out awesome ,0,0,0,0,0.7579,"Sentiment(polarity=0.0, subjectivity=0.0)",0.9585323
567,567,2022-09-10 01:45:39+00:00,https://twitter.com/SandwichNFTz/status/1568415373879398400,SandwichNFTz,Twitter Web App,," my brother, you've got to check out mikoto. great community, small grassroots vibes, exploding within just 7 days days of creation and has a long and packed pathway yet to achieve! mikoto eth moonboy",0,0,0,0,0.7574,"Sentiment(polarity=0.1625, subjectivity=0.5166666666666666)",0.9711988
259,259,2022-09-13 05:01:24+00:00,https://twitter.com/taps0ux/status/1569551800226783232,taps0ux,Twitter Web App,Netherlands ,hey guuuuys! i'd like to share why i'm bullish about nft on eth! 1. blue chip nfts can't be on chain that may not survive (hello solana). ethereum has proved its power by surviving at least 2 bear markets and become the second cryptocurrency of cmc,2,0,0,2,0.7568,"Sentiment(polarity=-0.09999999999999999, subjectivity=0.16666666666666666)",0.8799898
585,585,2022-09-09 20:00:04+00:00,https://twitter.com/RoundlyX/status/1568328403601981442,RoundlyX,Buffer,"Richmond, Va","its never a bad time to start dollar-cost averaging into eth - especially if youre bullish on the upcoming merge!  the roundlyx app makes saving ethereum as easy as making your regular purchases.  we round them up, you get more $eth.  simple as! ",5,3,0,0,0.7457,"Sentiment(polarity=0.15476190476190474, subjectivity=0.5477237048665621)",0.9334007
241,241,2022-09-13 07:23:25+00:00,https://twitter.com/FusionMarkets/status/1569587539933003776,FusionMarkets,Semrush Social Media Tool,Australia,"ethmerge is less than 43 hours away.  despite seeing outflows of eth last week, we're still seeing ethereum's open interest market remain strong.   will the merge be bullish or bearish for ethereum? ",1,0,0,0,0.743,"Sentiment(polarity=0.06666666666666665, subjectivity=0.3416666666666667)",0.6467024
520,520,2022-09-10 16:19:19+00:00,https://twitter.com/pouriacryptoir/status/1568635237948588033,pouriacryptoir,Twitter for Android,,approximately %5 is enough for one position. i'm not risky person and saved my profit on $eth on _official - - - ethereum ethmerge ether eth money futures bybit shorts trader crypto cryptonews marketing photos rocket dubai bullish ,4,1,0,3,0.7424,"Sentiment(polarity=0.0, subjectivity=0.5)",0.4692218
101,101,2022-09-14 09:30:37+00:00,https://twitter.com/DeSpaceDefi/status/1569981935887286273,DeSpaceDefi,SocialPilot.co,Worldwide,everyone is talking about themerge - but what exactly is it?  we break it down in our latest article on despace university   is the merge bullish or bearish? share your thoughts in the comments   eth ethereum merge pow pos crypto web3 ,9,5,1,7,0.7278,"Sentiment(polarity=0.19814814814814816, subjectivity=0.4796296296296297)",0.0013583824
625,625,2022-09-09 13:17:15+00:00,https://twitter.com/CesarDemetrio16/status/1568227034668892168,CesarDemetrio16,Twitter Web App,México,"180 ehma holding the line (bullish), went from 20.5k to 19k during this sell off  $btc and $eth holding good levels and currently breaking out (bitcoin with more strength)  not much about $usdt dominance.. bouncing around  if eth makes a hh, i don't think we will see the low 1ks ",0,0,0,0,0.7264,"Sentiment(polarity=0.21999999999999997, subjectivity=0.4)",0.23242778
